Categorie;Email
Basisinformatie;Ik krijg van het dwi maandelijks 970 euro. Omdat ik een parttime baan heb gevonden betaal ik 75 procent van mijn loon terug. Na zes maanden stopt dit, want dan betaal ik 100 procent van mijn loon terug. De eerste 7 maanden is het verkeerd gegaan met het verwerken van mijn loonstroken. Er is steeds stelselmatig een foute schatting gedaan op mijn inkomen. De loonstroken zijn keurig op tijd ingeleverd, ik heb zelf aangegeven dat het bedrag van schatting niet klopt en toch blijft mijn inkomensconsulent ( en der collega's ) verkeerde gegevens invoeren. Nu is het punt gekomen dat ik het verschil moet gaan terugbetalen ( logisch ). Het bedrag dat nu wordt ingehouden zorgt ervoor dat ik mijn maandelijkse kosten huur energie en eten niet kan betalen. Of 1 van de drie niet kan betalen. Het blijft mij ook onduidelijk wat ik de volgende maand krijg.Bij mijn werkgever heb ik een o-urencontract, waardoor ik ook niet zeker ben wat ik de volgende maand ga verdienen.Het bedrag dat moet worden terugbetaald over een langere termijn laten terugbetalen zodat ik mijn vaste kosten wel kan betalen. Daar reken ik geen eten bij. Iets minder eten dan maar...
Basisinformatie;Dhr. Sommerdijk staat te laden en lossen bij de Govert Flinkstraat 404 en dhr. merkt op dat de hadhaver op een brommer voorbij rijd en vermoed dat hij een boete zal ontvangen. Dhr. geft aan binnen 5 minuten weer bij de auto te zijn. Als hij een boete heeft gekregen vind hij dit niet netjes van de des betreffende persoon.Nee
Openbare Ruimte;Via Cition met DigiD kan er geen adreswijziging opgegeven worden voor een bezoekerskaart gehandicapten. Via de post duurt het 6 weken en aan het loket wordt de wijziging meteen geregistreerd. Parkeervergunninghouder is woonachtig in Den Haag en kan niet meteen persoonlijk naar het loket komen
Parkeren;Ik heb binnen de gestelde termijn de aangeboden ziekenzorg Achmea Zilveren Kruis aangevraagd, mijn zorgverzekeraar 2014 opgezegd en nu blijkt dat het wel 8 weken kan duren voordat ik weet of ik geaccepteerd ben. In de tussentijd ben ik onverzekerd.Het proces versnellen en mij laten weten of en wanneer ik verzekerd ben.
Parkeren;I am sending this protest once again to the DWI and the members of the Gemeente as my request for my business loan. However, I am quite convinced that most of my requests are not reaching the right people, I therefore, going to publish all the communications that I have had with my manager and those of the responses I received from some his collages into my case on all social medias and twitter them to some of the Dutch print medias, while I am taking up my lawyer to help me with this case.<br /><br />Because, I will never get the right justice when my documents do not get the attention of the public and the right people concern in this city. This is a mean of trying to spoil my business and my life in the country. I am also receiving calls now at night asking me if I want protection to my house of which I never requested.<br /><br />I received this call just the time and date I receive the last letter dated on October 16 and sent October 17, but received by me on October 21, 2014.I have asked the gemeente on many occasions to please give me a manager who understands other people rights and can work with them to make things happen. If a businessman wants to have a partner in the Netherlands and experiencing such a thing with just one man he<wbr />/she think about sending a business plan that may worth a million. I am just requesting 15000 euros and I don't get just even for my living.Why don't someone from the gemeete administration act on behalf of other citizens who want to be free those who hate them?
Parkeren;Onze moeder ligt op de intensive care van t VU in Amsterdam.Het is belachelijk duur om daar te parkeren.De gemeente loopt mensen via die parkeergarage helemaal leeg te trekken.Je gaat niet met een betraand gezicht met de bus dus je moet daar wel parkeren.Ik vind het schandalig dat de gemeente amsterdam over de rug van patienten en bezoekers aan hun geld willen komen.Je hebt al zo'n verdriet om je moeder en dan wordt je portemonnee ook nog ff leeggeroofd.Is mededogen misschien een idee? Of is geld belangrijker?
Openbare Ruimte;Op het Leidseplein had ik m'n fiets netjes vlak naast de fietsparkeervakken gezet omdat alle vakken meer dan vol stonden (!). <br />Niemand stond ik in de weg. Ben tien minuten weg voor een boodschap. Zie vanuit een winkel dat m'n fiets wordt weggehaald door de gemeente. Heel raar. Als de gemeente Amsterdam fietsen wil bevorderen, gezien het promotiefilmpje, moeten ze niet zo handelen, maar er voor zorgen dat er veel meer fietsparkeervakken komen. Zo'n beleid is juist ontmoedigend.Nee
Belasting, Werk en Inkomen;Er zijn 19 november 2 bankjes geplaatst bij de Albardagracht op hoogte van huisnummer 82. Ons verzoek is om deze bankjes te verwijderen. Wij hebben sinds kort een appartement gekocht hier en het valt nu al op dat er veel hangjongeren en groepsvorming is in Geuzenveld. Dat kan soms best intimiderend zijn. Onze angst is dat zij voor overlast gaan zorgen net als aan de overkant van de gracht waar jongeren in de zomermaanden op dat bankje tot laat in de nacht luidruchtig waren en mensen uit hun slaap houdt. Deze net geplaatste banken zitten recht tegenover onze slaapkamers en de hoofdingang wat ook geen fijn idee is. Er zit nu al grafitti op de banken wat het aanzicht ook juist verpest. De meeste mensen die hier wonen werken fulltime en kunnen zich niet permitteren om uit hun slaap gehouden te worden door overlast van hangjongeren. Dat is juist de reden dat we ervoor gekozen hebben aan de rustige gracht te wonenMijn verzoek is om alstublieft bovenstaande banken te verwijderen. Dit zal in deze wijk alleen voor overlast en zwerfvuil zorgen.
Belasting, Werk en Inkomen;Aanslag voor 2015 wordt toch afgeschreven van onze rekening terwijl wij melding hebben gedaan van onze verhuizing. Per 29<wbr />/1<wbr />/2015 zijn wij verhuisd naar Assendelft. Het eerste termijn is 27<wbr />/2 geincasseerd.<br /><br />Graag willen we dat dit wordt opgelost.De incasso stoppen en het bedrag terug storten op de rekening na eventuele correctie over de periode van 1-1 tm 29<wbr />/1.
Openbare Ruimte;Op uw website staat: Als u betaalt bij de parkeerautomaat moet u uw kenteken invoeren. <br />URL: http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/veelgevraagd<wbr />/?caseid={F1794396-72A6-4817-B491-3B47620F07C6}<br /><br />Dit is, gezien de rechtelijke uitspraak, een foutieve stelling. Het invoeren van het kenteken is niet verplicht.Op de website en andere uitingsvormen, de instructies aanpassen conform de uitspraak van de rechtbank.
Parkeren;Beste, ik heb meer een vraag dan een klacht maar bij een vraag had ik te weinig tekens. Op 11 april heb ik een brief ontvangen betreft de gecombineerde aanslag, het lukte niet om het maandelijkse bedrag te incasseren. Begin april heb ik me ingeschreven bij de gemeente Eindhoven. Daarop kreeg ik op 22 april een brief van de Gemeente Amsterdam dat wegens mijn verhuizing de gecombineerde aanslag 2015 in vermindering werd gebracht. Omdat ik niet uit de vermindering kwam heb ik gebeld. Een medewerker heeft me de vermindering uitgelegd en me verteld dat ik nog 323,34 verschuldigd ben aan de gemeente. Omdat de eerste incasso niet was gelukt heb ik direct met de medewerker een nieuwe betalingsregeling getroffen. De hield in dat ik het bedrag 323,34 in 8 gelijke termijnen zou betalen.Ik zou hier ook een bevestiging van krijgen. Echter kreeg ik op 9 mei een brief dat de incasso voor de tweede keer niet was gelukt en de automatische incasso zou vervallen. Wat nu? Ik kan niet ineens 323,34 betalenNee
Openbare Ruimte;Ik heb sinds 28-4-2006 namens Activiteitengroep Onze Straat, Weth den Hertogstraat, 4 plantenbakken (2 grote en 2 kleine) in Onze Straat geplaatst gekregen om oa de cohesie tussen de verschillende bewonersgroepen te bevorderen. Het Stadsdeel heeft vanaf 2006 twee maal per jaar -in overleg met mij- de 4 bakken met zomer- of winterbeplanting gevuld. Tot gisteren (8-6-2015). Toen ik 's-middags door de wijk liep, zag ik de wijktuinman bezig de 2 grote bakken te vullen, ik vroeg aan hem wanneer de 2 kleine bakken gedaan zouden worden waarop hij mij vertelde dat hij van zijn baas, de heer Peter Larooi, opdracht had gekregen om de 2 kleine bakken niet meer te vullen omdat die onder het beheer van de bewoners vallen..... Op mijn verzoek belde de wijktuinman ter plekke met de heer Larooi, die hem dat nogmaals door de telefoon vertelde. De heer Larooi wilde mij niet te woord staan en liet de wijktuinman tegen mij zeggen dat ik maar een klacht moest indienen, hetgeen ik dus bij deze doe!<br /><br />Nee
Parkeren;graven die gedolven zijn in 1957 ( zeer on zorgvuldig) en mijn bed overgrootmoder Johanna, Jacoba Borski-Van de Velden niet meer te vinden is. ( Weduwe aan de Amsterdamse beurs)<br />Het Amsterdams Archief (de heer Snel) geeft aan dat zij mij niet kunnen helpen.<br />Wat mij sterk lijkt.En ik wil dat het graf in eren word hersteld!<br />of dat zij overgeplaats word naar ons familie graf te Bloemendaal.
Belasting, Werk en Inkomen;De schoonmakers hebben met bladblazers een heleboel bladeren onder het tuinhek van een burger door geblazen. Mevrouw is zelf te oud om de tuin bij te houden en betaald er veel voor om het door Ymere te laten doen.Het in het vervolg naar de straat blazen en van daar opruimen.
Belasting, Werk en Inkomen;Op mijn stempas staat als stembureau de bibliotheek Zuidkwartier genoemd op de Hesperidenlaan.<br />Al enige jaren is dit fout. Het is dicht en ik heb een keer ergens in de buurt een stembureau gevonden maar bij de laatste verkiezing zag ik nergens anders een bureau in de buurt.<br />Wilt u voortaan het juiste adres opgeven van het verkiezingsbureau. Ik woon Afroditekade 150 1076 DZ Amsterdam.<br />
Openbare Ruimte;Beller heeft  klacht over het feit dat er in de informatie die er is m.b.t. de prijsstijging van de bewonersvergunningen, wordt gesteld dat er een eenmalige prijsstijging zal plaatsvinden in de periode 2014-2018. Echter er is een prijssverhoging geweest voor de beller in aug 2014 en nu opnieuw in mrt 2015. Tweemaal dus binnen deze periode. Derhalve deze klacht.Een eenmalige verhoging uitvoeren en niet tweemaal
Basisinformatie;slechte telefonisch info van dbi handhaving<br />tot tweemaal toe krijg ik geen antwoord op mijn telefonische vragen: vb vanochtend was mijn vraag: 'ik krijg van een ex-huurder een brief waarin staat dat zij is geemigreerd - betekent dat automatisch dat ze op ons adres is uitgeschreven? De heer Benjamin zegt fat hij dat wel in de pc kan zien maar weigert daarop te antwoorden.de heer Benjamin intrueren hoe hij mensen te woord moet staan... en hem duidelijk maken dat het hier geen detectifspel beterft
Parkeren;tegels weer weggezakt, 3 keer in een jaar, waarschijnlijk ratten??Voor de 3 keer zijn de tegels voor nr. 44 Waverstraat weggezakt.
Parkeren;Apparently, there has been a big error and I was deregistered from Amsterdam Gemeente by mistake, even though I still live in and never quit the city (my BSN: 3221.58.679).<br /><br />Last week my wife deregistered herself as she was permanently leaving the country. We have discovered this week that the official  also deregistered me by accident, even though I was not present during the meeting nor did I sign anything. FYI, my wife did not mention my deregistration at all and she is also appalled by the situation.<br /><br />When today I showed up at Amsterdam Gemeente Oost, the reception admitted the error but there was nobody who could deal with my case. I was told to go to Amstelveen to register myself again.<br /><br />Please note that at the moment I am still in the middle of my studies with my student residence contract until the end of July 2015 (attached). I find it unacceptable that I should register myself again in person if I had never deregistered myself in the first place
Openbare Ruimte;In de fietsenrekken voor mijn deur staan veel fietswrakken. Ongeveer twee maanden geleden heb ik hierover een melding gemaakt met het digitale formulier 'Melding Openbare Ruimte' (26 aug. 2014, registratienummer MORA-0204310). De melding was duidelijk omschreven, ik had ook foto`s bijgevoegd. Nog diezelfde dag heeft de gemeente stickers geplakt op een aantal fietswrakken, waar ik erg blij mee was.  Echter, sindsdien is er niets gebeurd. de wrakken staan er nog steeds. Ik heb op 17 september nogmaals een melding gedaan, waarin ik vroeg waarom de gemeente geen actie ondernam. Hierop heb ik geen antwoord gekregen. Ik kreeg een e-mail waarin stond dat de melding was afgehandeld. Ik heb aangeklikt dat dat niet waar is.<br /><br />Mijn klacht:<br />1) Ik heb twee maanden geleden een melding gemaakt van fietswrakken. De wrakken staan er nog steeds.<br />2) De gemeente communiceert niet met mij. Wellicht dat de mensen die fietswrakken wegknippen het heel druk hebben, maar dat is iets waar ik naar moet raden.1) De fietswrakken weghalen en hierover communiceren.
Belasting, Werk en Inkomen;Ik heb gisteren 2 foto's opgestuurd. Mijn klacht was dat een handhaver dwars door een invalideplek stil stond om geld te pinnen. Vervolgens ben ik gebeld door een leidinggevende, en is er een discussie ontstaan tussen ons.Artikel 1 van het Nederlandse grondwet toepassen en iedereen gelijk behandelen. Deze heren dienen ook bekeurd te worden! En dat was dus zeker niet de bedoeling volgens hen leidinggevende. Ik heb de foto's al op internet gepost het is te zien op boeteservice.nl op het facebook. Mijn volgense stap zal het ombudsman zijn! En blijf de foto's posten door heel Nederland (leuke reputatie zal het opleveren)
Openbare Ruimte;Bij ons voor de school (De Amsterdamsche School) nieuwezijds voorburgwal 68 ontstaat een wildgroei aan fietsen. 's Ochtends is het echt zoeken om een plek te vinden. Mogelijk kunnen er in de nabije toekomst wat wrakken verwijderd worden.Wrakken verwijderen en regelmatiger controleren. Het is een terugkerend probleem.
Parkeren;Mijn klacht betreft de overlast die ik ondervind van de bierfietsen in het algemeen en op het Haarlemmerplein in het bijzonder.Ik wil graag dat de gemeente de vergunningen voor de bierfietsen intrekt en handhaving proportioneel reageert (d.m.v. een waarschuwing bijvoorbeeld) op bewoners die, zich niet bewust van een alcohol verbod, voor hun eigen deur een drankje nuttigen.
Belasting, Werk en Inkomen;Betreft: Herinnering Gecombineerde aanslag<br />Dagtekening: 16-04-2015<br />Biljetnummer: 36613791<br />Belastingjaar:2015<br />AR VAN GELDER<br />VENETIEHOF 108Rectificatie van de onstane situatie door:<br />1). Vernietiging van de Herinnering Gecombineerde aanslag d.d. 16-04-2015<br />2). activatie SEPA machtiging.
Parkeren;In de Ruisrietstraat en de Lisdoddelaan op IJburb wordt eeen film opgenomen, waarin twee auto's in een achtervolging met versnellend de hoek om rijden.<br />Uit telefonisch contact met stadsdeel Oost blijkt dat hiervoor een vergunning is verleend.<br />Nu vraag ik mij af of er een vergunning is verleend voor het rijden door de straten in een achtervolgingsscene, waarbij mensen met gele hesjes aan mensen en kinderen weg- en terugsturen.<br />Als dat zo is, had ik verwacht, dat dit vantevoren overlegd zou zijn met de omwonenden.<br />Daarom zou ik graag de inhoud van de verleende vergunning zien.<br />Zou U mij die willen toesturen?<br />Mijn email adres is geert.hids@gmail.com1 Van tevoren overleggen met de omwonenden of zij dit leuk vinden.<br />2 Vaststellen wat de gevaren zijn van het afgeven van een dergelijke vergunning, waarbij eerst met grote auto's gemanouvreerd wordt in een woonwijk, en vervolgens twee uur lang een achtervolging met 2 auto's wordt uitgevoerd.
Openbare Ruimte;Ter hoogte van nr 71 Prinsengracht bevinden zich twee parkeerborden van Green Wheels.  Al enkele maanden wordt een plek gebruikt. Er is ook een auto met het kenteken 19-RDL-4.<br />Aangezien ook gerenoveerd wordt op dit stuk gracht met containers etc plus 2 plekken voor het electrisch opladen begrijpt u wel dat wij als buurtbewoners zo snel mogelijk een bord verwijders willen zien.   mvg   Anneke Wiersma-Ronkbord weghalen
